ID,Day,Weather,Wind Speed,Cloud Cover,Active Number,Average Radius,Air Density,Average Elevation,Dew Point,Turbine Sweep Area,Average Active Time,Temperature,Relative Humidity,Viscosity,Pressure,Pitch,Hindrance,Power Coefficient,Average Turbine Efficiency,Obtained Electricity
train_39627,Wednesday,windy,26.12,17.08,4.0,46.74,1.709,19.94,7.200000000000001,6859.7306640000015,22.0,17.6,24.0,172.8,39.44,6.0,,3.0,50.0,2951.416
train_39628,Monday,cloudy,9.41,90.73,8.0,45.09,1.573,35.71,15.1,,17.0,29.5,14.0,211.4,28.0,2.0,No,0.66,33.0,2980.425
train_39629,Saturday,overcast,6.69,,,45.24,1.4,,23.700000000000003,6426.504864000001,20.0,32.1,,,10.24,7.0,No,2.31,33.0,1349.37
train_39630,Monday,cloudy,9.82,95.12,7.0,42.46,1.476,12.93,10.1,5660.954024,20.0,20.5,24.0,242.39999999999998,23.7,11.0,Yes,3.96,36.0,765.006
train_39631,Friday,haze,6.86,24.2,14.0,35.47,1.998,8.67,15.5,3950.499626,23.0,20.3,76.0,1178.0,28.31,2.0,Yes,0.66,33.0,2409.941
train_39632,Sunday,rainy,11.58,89.1,4.0,47.11,1.858,30.67,13.3,6968.7655939999995,19.0,23.5,49.0,651.7,25.0,7.0,No,2.1,30.0,1411.982
train_39633,Thrusday,cloudy,9.98,90.76,3.0,44.03,1.485,3.52,18.6,6087.332426,22.0,28.6,25.0,465.00000000000006,22.75,4.0,No,1.4,,246.92
train_39634,Sunday,cloudy,,72.06,5.0,45.27,1.513,24.04,17.200000000000003,6435.030906000001,21.0,28.8,21.0,361.20000000000005,29.75,4.0,No,1.44,36.0,889.395
train_39635,Wednesday,overcast,5.37,38.69,5.0,49.14,1.415,27.69,18.6,7582.282344,19.0,26.6,30.0,558.0,24.99,1.0,No,,33.0,493.094
train_39636,Sunday,windy,21.64,44.79,3.0,,1.648,10.56,9.8,5647.629433999999,23.0,23.0,17.0,166.60000000000002,23.86,1.0,Yes,0.32,32.0,798.942
train_39637,Monday,overcast,10.65,43.79,15.0,48.48,1.533,19.16,,7379.9746559999985,20.0,37.9,39.0,,17.57,9.0,Yes,3.2399999999999998,36.0,2343.234
train_39638,Monday,cloudy,13.9,75.38,,40.91,1.445,8.64,8.899999999999999,5255.192234,18.0,18.9,25.0,222.49999999999997,,2.0,Yes,0.7,35.0,322.006
train_39639,Tuesday,windy,21.51,23.84,6.0,,1.741,21.71,7.0,7048.874216,22.0,23.0,10.0,,,10.0,Yes,3.3000000000000003,33.0,2659.445
train_39640,Thrusday,windy,,21.96,7.0,46.11,1.641,20.47,,6676.054794000001,,21.9,10.0,58.999999999999986,28.98,2.0,,0.86,43.0,4365.443
train_39641,Saturday,clear,5.4,7.96,5.0,45.12,1.383,33.33,,6392.457215999999,22.0,29.1,1.0,9.5,24.7,4.0,Yes,1.44,,1969.275
train_39642,,clear,,7.48,3.0,46.8,1.026,32.35,10.299999999999997,,,29.9,1.0,10.299999999999997,21.22,11.0,Yes,,38.0,855.765
train_39643,Tuesday,haze,8.1,11.99,9.0,47.35,,30.05,16.6,7039.950650000001,24.0,19.0,88.0,1460.8000000000002,36.51,2.0,No,0.76,38.0,3820.037
train_39644,Thrusday,windy,28.22,44.86,3.0,43.75,1.658,6.06,13.299999999999999,6010.15625,24.0,,29.0,385.7,24.95,9.0,No,4.05,45.0,1219.741
train_39645,Tuesday,rainy,12.46,91.89,3.0,42.74,1.797,5.87,8.7,5735.861864000001,16.0,19.9,44.0,382.79999999999995,32.85,,Yes,1.24,31.0,277.082
train_39646,Wednesday,windy,17.43,16.3,3.0,49.36,1.562,18.36,7.399999999999999,7650.326144,24.0,18.2,23.0,170.19999999999996,,10.0,No,3.8,38.0,987.643
train_39647,Wednesday,haze,4.26,24.3,10.0,48.02,,18.35,18.6,7240.590056000001,18.0,21.6,85.0,1581.0000000000002,,1.0,,0.39,39.0,1342.717
train_39648,Wednesday,windy,29.31,29.2,4.0,36.35,1.611,13.01,5.0,4148.95265,,17.8,,90.0,,1.0,Yes,0.5,50.0,2896.649
train_39649,Monday,overcast,,50.14,12.0,47.03,1.308,28.9,14.3,6945.117626000001,23.0,,,328.90000000000003,21.9,4.0,No,1.32,33.0,2441.204
train_39650,Friday,clear,16.75,7.11,8.0,,1.432,24.98,9.900000000000002,,23.0,28.3,4.0,39.60000000000001,22.17,5.0,No,1.55,31.0,4458.643
train_39651,Tuesday,clear,13.47,8.83,7.0,46.44,1.235,22.33,3.599999999999998,6771.955103999999,23.0,20.4,8.0,28.799999999999983,29.37,1.0,No,0.37,37.0,2828.884
train_39652,Friday,cloudy,12.68,,7.0,44.53,1.334,13.71,9.799999999999999,6226.371626000001,18.0,20.2,24.0,235.2,29.11,3.0,Yes,1.17,39.0,870.68
train_39653,Thrusday,overcast,10.22,65.18,,45.09,1.308,21.65,23.3,6383.959434000001,21.0,32.1,28.0,652.4,16.52,9.0,Yes,3.06,34.0,1677.198
train_39654,Monday,clear,16.46,9.17,5.0,,1.383,10.29,4.100000000000001,5960.802986,,,4.0,16.400000000000006,27.86,5.0,Yes,1.7000000000000002,34.0,1442.054
train_39655,Tuesday,,26.55,25.52,6.0,48.61,1.743,20.22,,7419.606794,,24.3,14.0,138.6,24.37,3.0,Yes,1.5,50.0,4887.111
train_39656,,windy,25.86,27.21,6.0,47.07,1.657,21.71,8.1,6956.936586000001,22.0,20.5,19.0,,29.32,9.0,,4.41,49.0,4544.225
train_39657,Friday,clear,16.03,4.65,7.0,46.77,1.303,28.3,11.2,6868.5393060000015,21.0,28.0,,89.6,21.96,9.0,No,3.33,37.0,4618.594
train_39658,Friday,clear,14.4,8.73,3.0,45.88,1.449,21.01,10.2,6609.619616000002,24.0,29.8,1.0,10.2,29.82,4.0,No,1.4,35.0,1415.136
train_39659,Sunday,overcast,10.02,,15.0,38.93,1.474,10.11,18.900000000000002,4758.810986,24.0,30.1,22.0,415.80000000000007,,1.0,,0.32,32.0,1666.747
train_39660,Friday,clear,8.76,3.26,7.0,47.07,1.264,18.1,9.600000000000001,6956.936586000001,21.0,26.0,9.0,86.4,23.54,8.0,,2.56,32.0,1172.434
train_39661,Tuesday,haze,,19.0,9.0,,2.155,17.27,19.7,5703.698215999999,,21.7,,1773.0,28.11,1.0,No,0.37,,1355.682
train_39662,Tuesday,rainy,9.51,88.93,4.0,45.78,,,18.7,6580.838376000001,16.0,24.9,69.0,1290.3,28.95,3.0,No,0.9299999999999999,31.0,1637.833
train_39663,Thrusday,windy,26.94,29.7,7.0,35.83,1.703,10.11,11.5,,22.0,23.5,20.0,230.0,28.79,9.0,No,3.6,40.0,3065.814
train_39664,Friday,clear,4.83,6.16,3.0,45.38,1.251,20.56,6.699999999999999,6466.341416,24.0,23.5,8.0,53.599999999999994,25.52,1.0,No,0.35,35.0,405.178
train_39665,Tuesday,haze,6.13,22.16,3.0,47.99,2.268,,17.3,7231.545914,24.0,20.3,85.0,,26.44,8.0,No,2.56,32.0,1105.16
train_39666,Sunday,rainy,8.72,86.13,6.0,44.72,,17.61,14.2,6279.618176000001,,23.0,,795.1999999999999,24.72,2.0,Yes,0.78,,938.857
train_39667,Monday,haze,3.24,23.42,13.0,45.63,2.213,30.83,14.100000000000001,6537.7842660000015,18.0,18.1,80.0,1128.0,42.89,5.0,Yes,1.55,31.0,2696.493
train_39668,Tuesday,cloudy,14.29,84.75,8.0,38.1,1.487,9.5,8.999999999999998,4558.055400000001,18.0,,14.0,125.99999999999997,25.18,,No,3.8499999999999996,35.0,991.872
train_39669,Thrusday,cloudy,12.97,,6.0,44.49,1.45,11.93,12.000000000000002,,19.0,23.6,21.0,252.00000000000003,25.16,10.0,Yes,3.0,30.0,622.623
train_39670,Tuesday,windy,17.31,28.26,,47.58,1.641,30.66,13.6,7108.509095999999,23.0,24.0,24.0,326.4,26.25,9.0,Yes,2.88,32.0,1753.018
train_39671,Wednesday,overcast,6.49,52.66,12.0,46.85,1.462,34.63,21.2,6892.05665,24.0,30.4,27.0,572.4,19.24,6.0,No,2.16,36.0,3478.988
train_39672,Tuesday,,29.44,39.64,5.0,35.92,1.635,11.99,,,23.0,21.4,12.0,74.39999999999999,29.6,6.0,,2.7,45.0,3020.804
train_39673,Wednesday,overcast,10.62,35.7,15.0,40.79,1.537,1.12,21.599999999999998,5224.407674,23.0,30.4,28.0,604.8,13.94,1.0,Yes,0.36,36.0,1319.059
train_39674,Friday,cloudy,9.46,77.5,,49.69,1.594,24.52,10.0,7752.961754,21.0,21.2,22.0,,,10.0,No,3.1,31.0,619.248
train_39675,Monday,clear,,4.62,8.0,47.17,1.141,31.94,4.800000000000001,6986.527946,23.0,23.2,,19.200000000000003,,10.0,,3.0,30.0,871.346
train_39676,Wednesday,rainy,13.18,96.95,4.0,46.92,1.934,,10.9,6912.6672960000005,16.0,21.5,47.0,512.3000000000001,,8.0,Yes,2.48,31.0,1235.345
train_39677,Thrusday,haze,3.2,26.62,12.0,48.13,1.953,25.74,17.299999999999997,,22.0,18.9,92.0,,43.56,8.0,Yes,3.12,39.0,2135.384
train_39678,Tuesday,cloudy,9.58,92.13,5.0,46.33,1.44,24.39,15.599999999999998,6739.912346,20.0,26.4,23.0,358.79999999999995,24.59,,Yes,1.6500000000000001,33.0,800.559
train_39679,Saturday,,6.62,52.16,15.0,39.7,1.443,3.82,,4948.922600000001,24.0,,38.0,912.0,14.6,4.0,,1.52,38.0,1106.725
train_39680,Sunday,rainy,14.14,86.83,3.0,46.97,,27.83,13.499999999999998,6927.408026,16.0,20.9,,850.4999999999999,25.38,1.0,No,0.37,37.0,1006.272
train_39681,,rainy,13.8,,5.0,37.23,1.743,4.99,16.0,4352.268905999999,18.0,21.2,74.0,1184.0,23.52,6.0,Yes,2.2800000000000002,38.0,674.698
train_39682,Saturday,windy,25.27,39.29,4.0,49.11,1.765,30.14,5.799999999999999,7573.027194,24.0,21.4,11.0,63.79999999999999,27.28,,No,0.94,47.0,3378.75
train_39683,Friday,rainy,16.51,88.11,,,1.889,31.91,13.799999999999999,7313.146663999999,17.0,21.4,62.0,855.5999999999999,28.49,5.0,,1.9500000000000002,39.0,4913.755
train_39684,Sunday,clear,,7.79,4.0,39.32,1.147,3.14,,4854.635936000001,20.0,28.9,5.0,54.49999999999999,22.41,5.0,Yes,,31.0,418.255
train_39685,Friday,overcast,7.52,39.7,7.0,45.24,1.533,35.95,18.700000000000003,6426.504864000001,,28.3,26.0,486.20000000000005,24.17,4.0,Yes,1.28,32.0,2691.308
train_39686,,rainy,12.37,84.33,5.0,38.6,1.731,9.72,16.8,4678.4744,19.0,22.8,70.0,1176.0,29.83,8.0,,2.96,37.0,784.458
train_39687,,clear,6.51,4.42,5.0,45.64,1.265,,11.7,6540.650144000001,21.0,29.3,6.0,70.19999999999999,21.9,5.0,Yes,1.7000000000000002,,1279.784
train_39688,Thrusday,rainy,16.63,90.12,4.0,48.67,1.736,34.69,15.4,7437.934346000001,18.0,20.0,,1185.8,29.53,6.0,No,,30.0,2248.397
train_39689,Saturday,overcast,5.57,40.07,10.0,40.93,,15.29,22.599999999999998,5260.331786000001,19.0,31.4,28.0,632.8,17.16,5.0,No,1.6,,695.556
train_39690,,windy,16.36,40.93,8.0,44.3,,11.36,10.0,6162.2186,22.0,18.0,30.0,300.0,29.65,4.0,No,,35.0,1642.194
train_39691,Sunday,haze,,25.42,14.0,43.24,2.192,16.34,21.7,5870.850464000001,22.0,23.5,,,20.87,9.0,,2.6999999999999997,30.0,1468.631
train_39692,Monday,cloudy,9.56,95.97,6.0,38.12,1.504,,15.6,4562.842016,22.0,26.0,24.0,374.4,,6.0,No,1.98,33.0,583.885
train_39693,Friday,windy,21.52,39.47,7.0,49.36,,27.28,7.700000000000003,7650.326144,24.0,,9.0,69.30000000000003,21.92,5.0,No,1.6500000000000001,33.0,4412.912
train_39694,,clear,7.45,1.99,6.0,36.0,1.025,15.04,6.5,4069.44,24.0,25.3,3.0,19.5,24.38,10.0,Yes,3.0,30.0,803.668
train_39695,Sunday,haze,5.88,13.67,6.0,,2.376,6.36,14.3,5754.665754000001,22.0,20.3,70.0,1001.0,25.85,4.0,Yes,1.28,32.0,798.693
train_39696,Tuesday,windy,16.28,21.72,8.0,38.41,1.799,,14.0,4632.530234,23.0,22.0,30.0,,26.69,8.0,No,,31.0,1353.914
train_39697,Wednesday,rainy,8.77,91.18,6.0,49.73,,,14.6,7765.448906,17.0,22.0,63.0,919.8,,10.0,No,3.5999999999999996,36.0,1255.751
train_39698,Sunday,cloudy,14.76,86.03,,37.89,1.302,5.46,16.9,4507.947594,22.0,29.3,19.0,321.09999999999997,20.12,11.0,Yes,4.18,38.0,995.248
train_39699,Thrusday,windy,19.1,30.47,4.0,,1.686,23.44,11.100000000000001,6497.727914000001,23.0,21.1,,277.50000000000006,28.66,5.0,,1.6,32.0,1793.65
train_39700,Wednesday,windy,,18.0,,44.38,1.741,10.95,3.1000000000000014,6184.495016000001,22.0,19.1,10.0,31.000000000000014,42.2,,Yes,0.32,32.0,1880.791
train_39701,Thrusday,haze,,18.35,14.0,40.85,2.498,9.89,20.9,5239.78865,20.0,23.7,86.0,,20.25,5.0,No,1.75,35.0,4450.348
train_39702,Thrusday,cloudy,,70.33,6.0,35.04,1.559,2.62,10.3,,23.0,23.1,,185.4,23.12,11.0,Yes,4.29,39.0,589.067
train_39703,,overcast,,37.13,9.0,40.08,,13.82,25.700000000000003,5044.116096,23.0,34.1,29.0,745.3000000000001,13.37,4.0,No,1.4,35.0,687.984
train_39704,Saturday,rainy,12.39,83.07,,46.85,1.577,19.34,15.1,6892.05665,17.0,22.5,63.0,951.3,23.18,2.0,Yes,0.62,,920.554
train_39705,Friday,rainy,16.17,85.23,3.0,45.74,,22.14,8.8,6569.3434640000005,17.0,18.0,54.0,475.20000000000005,29.24,4.0,No,1.56,39.0,1012.927
train_39706,Saturday,clear,13.35,5.64,3.0,42.16,1.177,13.4,3.1999999999999993,5581.241983999999,22.0,20.8,,19.199999999999996,21.18,1.0,No,0.35,35.0,701.794
train_39707,Tuesday,storm,37.27,79.23,9.0,,1.741,18.82,13.4,6372.637849999999,0.0,,94.0,1259.6000000000001,31.37,,No,4.05,45.0,544.008
train_39708,Thrusday,cloudy,14.76,71.6,6.0,37.01,1.324,13.88,14.799999999999999,4300.9839139999995,21.0,26.4,21.0,310.79999999999995,24.74,10.0,Yes,3.7,37.0,1091.745
train_39709,Monday,overcast,8.02,64.27,11.0,40.78,1.522,,19.8,5221.846376,23.0,33.0,34.0,673.2,11.97,5.0,No,1.75,35.0,1216.224
train_39710,Wednesday,clear,6.3,3.12,8.0,46.04,1.155,20.59,6.0,6655.800224,23.0,23.6,6.0,36.0,27.93,2.0,,0.72,36.0,1262.798
train_39711,Thrusday,clear,10.05,7.09,5.0,49.91,1.269,25.96,6.100000000000001,7821.765433999999,21.0,24.1,5.0,30.500000000000007,23.21,1.0,Yes,0.32,32.0,1358.608
train_39712,Wednesday,cloudy,11.97,79.07,8.0,49.6,1.423,34.34,12.999999999999998,7724.9024,21.0,25.4,19.0,,20.51,10.0,Yes,3.3000000000000003,33.0,2699.879
train_39713,Friday,,2.59,33.25,,49.25,2.486,28.21,17.599999999999998,7616.266250000001,23.0,21.4,81.0,1425.6,24.6,1.0,Yes,0.39,39.0,1925.343
train_39714,Tuesday,rainy,13.73,90.72,5.0,,1.531,26.62,16.5,7255.676186000001,18.0,,74.0,1221.0,29.01,,No,0.76,38.0,1531.193
train_39715,Saturday,,9.65,61.5,7.0,48.0,1.351,25.65,15.3,7234.5599999999995,21.0,29.1,31.0,474.3,20.2,7.0,Yes,2.1,30.0,1040.254
train_39716,Thrusday,rainy,9.17,82.6,8.0,46.7,1.644,21.93,11.5,,18.0,21.3,51.0,586.5,26.96,5.0,Yes,,31.0,1155.408
train_39717,Monday,rainy,15.49,81.65,7.0,46.38,1.598,18.3,12.600000000000001,6754.467816000001,16.0,24.6,40.0,504.00000000000006,27.48,4.0,No,1.4,35.0,1381.167
train_39718,Thrusday,cloudy,9.44,71.29,7.0,35.28,1.552,12.76,12.399999999999999,3908.2901760000004,19.0,23.2,23.0,,25.03,9.0,Yes,2.79,31.0,721.353
train_39719,Tuesday,haze,11.79,,14.0,39.28,1.953,14.92,19.700000000000003,4844.763776000001,24.0,22.1,88.0,1733.6000000000004,23.17,2.0,No,0.72,,4137.093
train_39720,Thrusday,rainy,14.91,98.14,3.0,45.21,1.403,18.07,12.700000000000001,,19.0,20.1,63.0,800.1,21.5,3.0,Yes,0.99,33.0,565.275
train_39721,Sunday,haze,8.04,23.09,13.0,44.65,2.258,3.07,19.7,6259.974649999999,20.0,23.7,80.0,1576.0,26.88,10.0,Yes,3.0,30.0,1634.144
train_39722,Tuesday,clear,6.97,2.24,6.0,48.55,1.489,22.66,6.800000000000001,7401.30185,23.0,22.8,10.0,,20.23,9.0,Yes,2.88,32.0,1260.996
train_39723,,clear,2.27,6.57,6.0,46.61,1.419,32.96,10.3,6821.625194,24.0,27.5,7.0,72.10000000000001,28.16,6.0,,,31.0,839.425
train_39724,Saturday,clear,14.58,1.74,5.0,45.91,1.191,23.72,10.200000000000003,6618.266234,20.0,,9.0,91.80000000000003,,8.0,No,3.12,39.0,2125.408
train_39725,Friday,clear,12.35,3.77,4.0,44.66,1.072,10.9,4.400000000000002,6262.778983999999,21.0,22.8,4.0,17.60000000000001,27.69,11.0,No,3.6300000000000003,33.0,604.467
train_39726,Sunday,clear,16.69,6.72,5.0,36.16,,13.31,5.800000000000001,4105.693184,23.0,21.8,10.0,58.00000000000001,23.82,10.0,No,3.8,38.0,1981.395
train_39727,Thrusday,overcast,10.95,52.25,15.0,37.26,1.563,2.17,24.099999999999998,4359.2858639999995,21.0,37.3,34.0,819.4,13.37,3.0,No,1.17,39.0,1511.668
train_39728,Sunday,clear,2.24,7.44,8.0,47.77,1.042,,12.5,7165.394906000001,24.0,29.3,8.0,,25.0,1.0,Yes,0.33,33.0,429.134
train_39729,Wednesday,cloudy,,94.04,5.0,46.95,1.57,18.14,12.500000000000002,6921.50985,17.0,28.1,11.0,137.50000000000003,24.1,10.0,Yes,3.4000000000000004,34.0,697.543
train_39730,Tuesday,cloudy,14.37,95.23,,35.47,1.303,4.02,14.7,3950.499626,18.0,27.5,18.0,264.59999999999997,29.7,1.0,No,0.34,34.0,604.043
train_39731,,overcast,10.99,,12.0,48.24,1.494,34.52,19.900000000000002,7307.086464000001,20.0,33.1,34.0,676.6,17.42,3.0,No,,,3746.294
train_39732,Wednesday,cloudy,11.79,90.46,8.0,40.94,1.395,16.24,12.8,5262.902504,18.0,26.0,17.0,217.60000000000002,29.04,2.0,No,0.68,34.0,1040.606
train_39733,Friday,haze,7.65,12.56,,,2.068,10.98,17.3,4524.619424,24.0,19.5,89.0,1539.7,30.53,2.0,Yes,0.72,36.0,3725.892
train_39734,Saturday,rainy,14.34,86.35,8.0,37.13,1.431,15.75,12.299999999999999,4328.919866000001,16.0,,52.0,639.5999999999999,24.91,8.0,,2.64,33.0,1326.622
train_39735,Tuesday,rainy,14.92,81.27,5.0,48.56,1.605,27.72,13.600000000000001,,16.0,21.8,59.0,802.4000000000001,21.29,,Yes,3.0,30.0,1284.62
train_39736,Sunday,windy,15.73,11.99,4.0,37.86,1.688,13.29,10.2,4500.811944,,22.2,20.0,204.0,28.6,10.0,No,3.5,35.0,1130.756
train_39737,Friday,haze,4.42,10.31,14.0,49.22,,22.83,19.3,7606.990376000001,24.0,21.7,88.0,1698.4,25.5,6.0,No,,,3325.831
train_39738,Thrusday,cloudy,10.84,,3.0,49.29,1.398,19.96,4.800000000000001,7628.642874,20.0,18.8,15.0,72.00000000000001,36.21,2.0,No,0.68,34.0,394.549
train_39739,Thrusday,cloudy,13.77,74.8,,46.2,,18.76,9.899999999999999,6702.141600000001,18.0,24.7,13.0,128.7,27.86,2.0,No,,39.0,691.022
train_39740,Friday,clear,,3.07,4.0,47.74,1.441,21.11,,,23.0,27.7,,101.7,,,No,0.39,39.0,2131.254
train_39741,Monday,rainy,10.71,93.19,5.0,37.69,1.961,11.53,7.599999999999998,4460.483354,16.0,19.4,41.0,311.5999999999999,39.26,6.0,,2.0999999999999996,35.0,688.995
train_39742,,cloudy,13.57,76.27,3.0,37.74,1.559,7.18,11.899999999999999,4472.325864,23.0,,25.0,297.49999999999994,23.4,2.0,No,0.74,37.0,434.258
train_39743,Sunday,haze,11.18,23.62,13.0,39.54,2.263,14.32,15.5,,23.0,20.5,75.0,1162.5,23.97,4.0,No,1.4,35.0,3776.767
train_39744,,windy,26.72,10.33,3.0,40.72,1.645,13.51,8.799999999999999,5206.491776,24.0,17.2,29.0,,37.52,8.0,Yes,3.36,,1600.935
train_39745,Wednesday,overcast,11.35,43.8,6.0,40.69,,9.48,17.4,5198.822953999999,24.0,28.2,23.0,400.2,29.64,2.0,Yes,0.76,38.0,760.861
train_39746,Saturday,rainy,13.25,,8.0,42.06,1.868,14.07,19.1,5554.796904000002,17.0,23.3,79.0,1508.9,,11.0,No,4.07,37.0,1545.096
train_39747,,,9.59,2.29,,49.54,1.207,26.03,7.300000000000001,,20.0,24.1,8.0,58.400000000000006,23.14,3.0,Yes,0.96,32.0,1429.182
train_39748,Thrusday,cloudy,13.05,74.72,3.0,49.71,1.356,30.26,10.8,7759.204074000001,24.0,21.6,23.0,,24.44,1.0,,0.35,35.0,951.549
train_39749,Sunday,overcast,,66.37,10.0,49.92,1.477,,25.400000000000002,7824.900096000001,23.0,34.6,27.0,,11.15,3.0,Yes,1.08,36.0,3560.684
train_39750,Monday,windy,25.36,24.98,7.0,47.98,1.528,29.98,7.9,7228.532455999999,22.0,21.5,16.0,126.4,22.81,5.0,No,,40.0,4157.751
train_39751,,overcast,10.93,54.64,14.0,45.45,1.432,20.47,22.300000000000004,6486.305850000002,20.0,35.7,33.0,735.9000000000001,17.72,9.0,Yes,3.2399999999999998,36.0,2354.347
train_39752,,cloudy,,83.7,3.0,36.52,1.506,4.34,,4187.8506560000005,17.0,29.5,20.0,,24.48,5.0,,1.6,32.0,247.536
train_39753,Saturday,,28.79,17.87,8.0,49.05,1.572,31.32,5.9,7554.53385,23.0,18.3,19.0,112.10000000000001,42.51,8.0,Yes,3.68,,6970.325
train_39754,Saturday,rainy,9.87,91.56,6.0,45.12,1.746,19.39,9.5,6392.457215999999,16.0,18.7,54.0,513.0,,2.0,No,0.7,35.0,900.291
train_39755,Wednesday,overcast,6.1,59.98,7.0,46.49,1.586,29.6,18.5,6786.5451140000005,,28.5,,462.5,25.38,,No,1.0499999999999998,35.0,1280.806
train_39756,Tuesday,clear,2.66,5.61,5.0,37.91,1.121,7.35,11.399999999999999,4512.707833999999,20.0,28.2,8.0,91.19999999999999,28.76,10.0,Yes,3.4000000000000004,34.0,151.104
train_39757,,overcast,5.58,61.13,15.0,45.57,,35.85,17.8,6520.602186,19.0,27.8,25.0,445.0,28.07,8.0,No,2.48,31.0,2922.268
train_39758,Sunday,windy,24.14,43.74,7.0,37.53,,4.9,9.200000000000001,4422.692826,23.0,17.6,,266.8,,2.0,No,0.64,32.0,1661.561
train_39759,Wednesday,rainy,9.9,82.89,8.0,36.51,1.408,17.16,12.600000000000001,,20.0,19.8,64.0,,41.85,1.0,No,0.35,35.0,1338.38
train_39760,Tuesday,,16.83,40.24,6.0,36.96,1.761,7.12,6.900000000000002,,22.0,20.1,17.0,117.30000000000004,,,No,0.74,37.0,1309.738
train_39761,Thrusday,overcast,,40.83,11.0,49.75,1.583,30.28,13.899999999999999,,19.0,26.7,36.0,500.4,29.0,3.0,No,0.9299999999999999,31.0,1198.226
train_39762,Friday,clear,12.72,7.14,7.0,35.36,1.375,11.88,12.3,3926.034944,23.0,29.5,,,24.61,7.0,No,2.52,36.0,2041.329
train_39763,Saturday,haze,4.75,22.96,10.0,40.8,2.078,1.74,17.0,5226.969599999999,20.0,,81.0,,29.06,7.0,Yes,2.59,37.0,803.988
train_39764,Monday,,9.01,90.8,8.0,48.34,1.495,21.92,,7337.4125840000015,21.0,26.8,19.0,,28.74,2.0,Yes,0.6,30.0,1001.356
train_39765,Monday,rainy,8.64,85.53,5.0,40.36,1.544,9.8,14.8,5114.838944,20.0,20.6,71.0,1050.8,23.56,10.0,No,3.5999999999999996,36.0,499.192
train_39766,Sunday,cloudy,,91.26,3.0,46.2,,22.52,16.700000000000003,6702.141600000001,19.0,29.1,19.0,317.30000000000007,,8.0,Yes,2.8,35.0,444.915
train_39767,Saturday,clear,10.26,,6.0,49.14,1.491,22.32,11.3,7582.282344,23.0,28.5,7.0,79.10000000000001,22.38,10.0,No,3.4000000000000004,34.0,1913.025
train_39768,Friday,cloudy,,92.78,6.0,35.22,1.597,13.22,3.3000000000000007,3895.007976,17.0,18.1,,42.900000000000006,29.08,4.0,Yes,1.32,33.0,647.388
train_39769,Thrusday,overcast,5.72,49.58,9.0,47.84,1.427,22.31,18.5,7186.409984000001,21.0,31.5,35.0,647.5,17.81,8.0,,2.56,,815.74
train_39770,Wednesday,clear,13.35,,3.0,43.08,1.31,7.63,8.399999999999999,5827.483295999999,20.0,26.4,5.0,41.99999999999999,27.63,5.0,Yes,1.55,31.0,465.496
train_39771,,rainy,15.94,97.98,5.0,37.33,1.95,8.45,10.1,4375.680746,18.0,,42.0,424.2,24.95,2.0,No,0.78,39.0,1068.382
train_39772,Wednesday,clear,15.42,2.54,5.0,49.65,1.144,33.1,3.900000000000002,7740.48465,21.0,21.1,7.0,27.300000000000015,22.68,8.0,No,2.48,,2871.382
train_39773,Wednesday,haze,4.98,30.77,,,1.909,30.16,18.4,6748.643744,22.0,21.4,85.0,1563.9999999999998,22.01,7.0,Yes,2.31,33.0,3597.287
train_39774,Sunday,rainy,9.5,93.48,8.0,49.91,1.562,27.55,,,19.0,20.5,73.0,1102.3,27.5,5.0,Yes,1.9500000000000002,39.0,1874.957
train_39775,Monday,overcast,7.52,63.87,7.0,41.51,1.374,17.66,16.5,5410.471514,20.0,29.9,33.0,544.5,29.69,,Yes,,39.0,823.995
train_39776,Wednesday,rainy,12.3,93.94,5.0,45.13,1.554,18.7,18.6,6395.291066000001,17.0,23.2,77.0,,28.97,6.0,Yes,1.7999999999999998,30.0,730.723
train_39777,Sunday,windy,26.87,33.02,7.0,45.86,1.684,28.08,8.7,6603.858344,23.0,17.9,27.0,234.89999999999998,37.27,6.0,No,,43.0,5232.161
train_39778,Monday,windy,21.09,21.55,8.0,46.0,1.631,21.4,9.999999999999998,6644.24,24.0,22.4,19.0,189.99999999999997,27.79,6.0,No,2.2199999999999998,37.0,4053.413
train_39779,Saturday,haze,4.47,10.62,12.0,43.79,2.434,17.59,22.099999999999998,6021.151274,18.0,,92.0,2033.1999999999998,,2.0,No,0.7,35.0,1931.433
train_39780,Sunday,rainy,8.41,81.26,7.0,42.57,1.729,13.24,9.1,5690.323386,17.0,18.7,52.0,,39.96,4.0,Yes,1.2,30.0,620.834
train_39781,Friday,windy,26.26,42.54,3.0,36.21,1.547,2.96,5.5,4117.055274,22.0,,17.0,93.5,40.33,7.0,Yes,3.29,47.0,906.9
train_39782,Wednesday,cloudy,,87.31,6.0,43.44,,12.11,13.899999999999999,5925.2855039999995,24.0,26.7,18.0,250.2,26.01,5.0,No,1.6500000000000001,33.0,1064.591
train_39783,Wednesday,clear,,6.79,6.0,47.12,1.314,30.9,10.5,6971.724415999999,22.0,27.3,8.0,84.0,,8.0,No,2.48,31.0,976.314
train_39784,Wednesday,windy,,21.95,6.0,42.83,1.634,,12.599999999999998,5760.043946,23.0,21.4,,,25.65,9.0,No,4.32,48.0,3723.826
train_39785,Monday,,5.3,56.59,4.0,46.61,1.378,20.3,14.5,,21.0,26.5,20.0,,,6.0,Yes,1.92,32.0,301.233
